review_id,verified_purchase,full_text,rating
R0301,False,Disappointed. This is not worth the money! It's so tiny and half filled! Spend a little extra and actually get product.,1.0
R0302,True,Five Stars. Good variety of products. All seem to work well.,5.0
R0303,True,Great gift. Great product,5.0
R0304,True,Great value and quality.. Gift for my mom for her birthday cane earlier than expected great value.,5.0
R0305,True,Great. I love Burt’s Bees! Great for a little gift for a friend.,5.0
R0306,True,WInter cure for nails and feet!. We love Burt's products,5.0
R0307,True,Nice kit. The foot and grapeseed/ honey were kind of sticky. Otherwise loved the cuticle balm and the almond hand cream.,4.0
R0308,False,Good. Come a day early came as described no package damage have not used cause it's an Easter gift,5.0
R0309,True,Five Stars. nice combo of products,5.0
R0310,True,"Perfect gift. Who doesn't love Berts Bees? This is an appropriate gift for anyone. A friend, coworker or family. Great presentation, great scent, and moisturizing. I will, and have, buy it again.",5.0
R0311,True,Its a cute sweater... but its very .... Its a cute sweater...but its very small. I got my 12 lbs shih tzu a medium and it only covered half his body.,3.0
R0312,True,"Great Product. I got this product as a gift for my mother. She is very into body care products and she loves all the parts of this package. As always, the products that Burt's Bees offers are fantastic and do great things in terms of skin care. The chapstick is amazing and is by far the best chapstick that I have ever used. The almond milk beeswax hand cream is also very creamy and smells fantastic. My hands are way smoother after using this cream. The honey and grapeseed oil hand cream is also very good but doesn't smell as good as the almond milk. However, it is fantastic for moisturizing your hand and my mother tells me that her hand feels very fresh and moisturized. The coconut foot cream smells great and has the same consistency as as the hand cream. I tried this item on my feet and it makes your foot extremely moisturized and it feels pretty good and refreshing. The hand salve and the cuticle cream are also quite nice and smell really good. Overall, like any Burt's Bees product, this package is fantastic.",5.0
R0313,True,Good product. I like it. It is moisturizing. I will buy it next time,5.0
R0314,True,Buying again. Love it,5.0
R0315,True,"was in good condition on arrival. Shipped quickly, was in good condition on arrival, and was well received as a gift. Overall, excellent purchase.",5.0
R0316,True,Five Stars. Item exactly as described. Thank you!,5.0
R0317,True,Handy. It's very good,3.0
R0318,True,Buying again. Love it,5.0
R0319,True,Five Stars. Bought for my wife. She loves Burt's Bees,5.0
R0320,True,"Excellent moisturizer!!. At first I thought this wouldn’t work on my husband, but after the first try his hard working hands became so soft and his feet that were once very dried and cracked, they too became very smooth and soft. I was pretty shocked with this!",5.0
R0321,True,"Always amazing. Yes, it is a small gif set but very good for this money. You can try most beautiful burt’s bee products in one purchase. I love it!",5.0
R0322,True,"Great Gift. Purchased 3! 2 gifts and one for myself. Overall it as described, smells good and a good gift! I would recommend this product! It’s cheaper than at CVS too so that’s a bonus!",4.0
R0323,False,"Great for gifts. Great for gifts to people you may not be super close to,it's not easy trying to guess what to get people when they don't print a list for you.",5.0
R0324,True,Five Stars. Great,5.0
R0325,True,"Battered packaging, but it's the product inside that counts I guess. The packaging was so battered I had to toss it and use the individual items in gift bags. Still a great deal, even if it's not made by two little hippies in Maine, but by Clorox. Roxanne Quimby made out like a bandit. Burt Shavitz, not so much.",4.0
R0326,True,Three Stars. Gave it as a gift,3.0
R0327,True,Love Burt's bee's. This was a prize at a baby shower. It was well received! Love Burt's bee's!,5.0
R0328,False,Great Set. Love this set. The products are amazing. I bought this years ago and always happy with my purchase of Burt's Bee's products.,5.0
R0329,True,Five Stars. Excellent value. GREAT gift item!,5.0
R0330,True,Great value and great smells. All of the Burts Bee’s products in this pack smell really nice and are nice feeling on your skin so I would definitely recommend you buy this if you want to try any of them out before you buy full size bottles or tins,5.0
R0331,True,Just what we needed. Ordered for a work event - employees enjoyed this very much.,5.0
R0332,False,Love burt's bees. Good deal for such a cute gift. This was the perfect gift for anyone! I love the smell and the sizes were just right for something I've never used before.,5.0
R0333,True,"good purchase. package arrived in good condition, used these as gifts. no complaints.",5.0
R0334,True,Five Stars. Verte good,5.0
R0335,True,Missing items....... My package came today incomplete....as this was a gift for a friend today and unfortunately had to present it with 2 spots missing in the actual product box. Both the cuticle cream and hand salve containers were missing....I'm pretty upset and would like this to be addressed so we can either get a refund or the items that I originally purchased.,1.0
R0336,True,My wife loves it!. I got this set for my wife and she loves all of the included products. Very high quality and interesting scents.,5.0
R0337,False,"Get it before it's gone. This is actually a Christmas gift for someone near and dear. She loves all this girly stuff and is always moisturizing. This is a good brand and for the price, it's a steal.. It arrived within days! Definitely recommend this beauty package..",4.0
R0338,True,"Great gift idea, gift basket, stocking stuffer. These make great stocking stuffers or gifts of any kind really. The price is amazing also. In stores the lemon hand cream tin is $4 alone.",5.0
R0339,True,pretty good so far. really smells like honey,4.0
R0340,True,Crushed. Box came crushed. This was supposed to be a gift.,3.0
R0341,True,Five Stars. My friend loves it,5.0
R0342,True,Great gift for anyone!. I stocked up again this year with these sets- they make great teacher gifts or last-minute gift exchange gifts. They were well-received last year.,5.0
R0343,True,GREAT PRODUCTS. GREAT SERVICE,5.0
R0344,True,MY MOM LOVED IT!!. My mom is always a big fan of lotions and chapsticks so I decided to buy her this! It’s amazing and hopefully I’ll be able to buy myself one!! It’s great for the price and it has already lasted my mom more than 3 months! Definitely recommend! It also smells amazing!,5.0
R0345,True,"Great way to try the product!. This was my favorite Christmas gift this year! I've never tried these products and this was a great way to figure out which ones I like best - for me it is the Chapstick, almond milk hand cream, and foot cream!",5.0
R0346,True,Two Stars. too small,2.0
R0347,True,"Good. The express is so good .The price is good too ,cheaper than Walmart",5.0
R0348,True,"Wonderful Kit. Wonderful little kit; the purse size bottles, tins and tube are great for travel and the products are marvelous. Also keep an extra on hand for visitors since I live in a desert environment. It has rescued a lot of hands.",5.0
R0349,True,"Works good!. Great products! Works good on dry, cracked skin!",5.0
R0350,True,Buyer beware. Good item but beware the size of products are tiny,3.0
R0351,True,"Five Stars. perfect set of samples to really find out what you like,",5.0
R0352,True,Nice assortment of samples to try!!. Really enjoying trying all the samples to see which ones I like and can purchase in larger sizes so I don't waste my money. Love the almond and milk lotion and the coconut foot lotion the most.,4.0
R0353,True,Great Gift!. I bought this as a gift and they loved everything about it,5.0
R0354,True,My wife is happy. When your wife is happy everyone is happy!,5.0
R0355,True,"Five Stars. Great value for price, made perfect stocking stuffer",5.0
R0356,True,"So tiny!. These were waaaaaaay smaller than I expected them to be, but I do love burt's bees products in any size so I can't complain much.",4.0
R0357,True,"Great gift idea.. I bought this for a co-worker for her birthday and have received rave reviews from her! We're on our feet all day long, and she always says she's going home to soak her feet, so I gave this a try. She says she'll definitely be buying more when she runs out.",5.0
R0358,True,Five Stars. Lovely assortment of fun BB products!,5.0
R0359,False,The person who received it was very pleased. Product is as described. I purchased this item as a gift. The person who received it was very pleased. Product is as described.,5.0
R0360,True,Nice. Like it!!!,5.0
R0361,True,Nice set. Nice set,5.0
R0362,True,Awesome products. Loved everything! Burt’s bees never disappoints!,5.0
R0363,True,Love It. I've gotten the cuticle lotion before and wanted to try more and this was the perfect way.. they are smaller and fit great in a back pack or purse. I got a set for my cousin who works in an office and is always using hand sanitizer. She loved it too.. we will be buy bigger sizes of most of this kit. They smell amazing!!,5.0
R0364,True,native ingredients. native ingredients. I love it.,5.0
R0365,True,Berts Bees Products are just a quality product. I love Berts Bees as their products are great for sensitive skin!,5.0
R0366,True,Nice selection. I like the selection of products in the sample box. I was especially happy to find cuticle cream. 👍,5.0
R0367,True,"Awesome gift set, great price!. I got this little set for my mother in law's gift bag for Mother's Day. This set is great! A variety of excellent items, all generous amounts, in sizes that you can take in your bag or pocket. The price is better than retail stores, too. Fast shipping. Arrived in A+ perfect condition.",5.0
R0368,True,"Perfect gift!. Got it as a Christmas gift, good price, good stuff.",5.0
R0369,True,Pleasant surprise. Super soft,5.0
R0370,True,Great product. I gave it to my Grandson and he liked everything!,5.0
R0371,True,"All quality products. It was for a gift, but I had bought it before. Always excellent products.",5.0
R0372,True,"Wife Liked It. Stocking stuffers for my wife, she loved it. Felt like a good value for the money, 5 or 6 different items in the box.",5.0
R0373,False,"Bought this as a gift. Basically, sample sizes which was expected and intended to provide a friend the opportunity to try different Burt's Bees offerings.",5.0
R0374,True,"Easy/thoughtfulish gift idea. Great Price for everything/ Easy gift idea. OK products. I mostly bought it for the cuticle cream and lip balm, but I find that petroleum jelly works better for nails, and cheap little girl lip balms (currently using a blueberry flavored one with a muffin and purse with faces) along with scrubbing the shit out of your lips with a towel to exfoliate work best for lips. The hand cream and hand salve I gave away and was told it helped. I also gave away the foot cream, but I don;t think it was ever used.",3.0
R0375,True,This was a gift. Not sure if she has .... This was a gift. Not sure if she has used it yet.,4.0
R0376,True,Great gift. Saw the same set at Walmart for about $6 more so it’s a great deal here. Perfect size as a gift for our cousins who hop on planes right after holidays.,5.0
R0377,True,But it is good.. Smaller than I expect. But it is good.,4.0
R0378,True,Five Stars. I LOVE THIS,5.0
R0379,True,I love them so far. It's a cute little introduction to Bert's Bees products. I love them so far!!!,5.0
R0380,True,"Awesome Purchase!. It works like a charm. It’s greasy but I could see the results almost immediately. My hands are soft, nails are growing, nails look great. I use it during night only. I am not big fan of smell but it’s not bad. It’s worth every penny. I am definitely going to purchase it again, also would like to explore their products! These are quite smaller in size but as per it’s shown in the pictures.",5.0
R0381,True,Lovee. Obsessed with burts.. the acne scrub cleared my face up,5.0
R0382,True,Five Stars. Love it! perfect for a gift or to put in your purse,5.0
R0383,True,Using it as a part of a Christmas basket and it is just adorable. Lets you sample a little of everything. This is a very cute little kit. Using it as a part of a Christmas basket and it is just adorable. Lets you sample a little of everything.,5.0
R0384,True,":). Got it for a friend, he loves burts bees!",5.0
R0385,True,Five Stars. Great little gift for my sister for Christmas.,5.0
R0386,True,"Great starter kit for dry skin. I love this kit, it has all the basic needs for hands and feet. Moreover, the scents are amazing.",5.0
R0387,True,Great gift!. Great gift for the person who has everything! A little bit of everything and nicely packaged.,5.0
R0388,True,"Great christmas present. I got this for my mom as one of her christmas presents. She loved it, would buy again!",5.0
R0389,True,"Good stuff, for the care of your cuticles.. Manicures",5.0
R0390,True,A Must. Can't go wrong with this kit,5.0
R0391,True,"Worth it!. Great products! I bought it mainly for the cuticle salve, but I am impressed with everything.",5.0
R0392,True,"great present for mom. everything packaged nicely and item sold as shown, happy customer!",5.0
R0393,True,Except the lip balm which i didnt feel so great.. Can't wait to use the creams though .... The creams are in very tiny tubes and no instructions properly provided 😑😑😑 Infact they are in some other language!! My kit is just sitting idle since the ordee has been delivered.. Except the lip balm which i didnt feel so great .. Can't wait to use the creams though as the quantity appears like a one time use !,3.0
R0394,True,Four Stars. nice product,4.0
R0395,True,Five Stars. Made a great gift.,5.0
R0396,True,Great gift. Perfect gift for my female co-workers. I liked the packaging too!,5.0
R0397,True,"Accidental grandmother gift. I had purchased this gift for my mother on mother's day. Well, after lunch with her and my grandmother.... They ended up switching gifts because grandmother fell in love with the products. It was adorable. She very much appreciated the items and like the variety in the pack.",5.0
R0398,True,"Cute little gift pack. I love these products and purchased this perfect little set for several Christmas gifts. Not sure what some other reviews were talking about, as all of mine were properly packaged.",5.0
R0399,True,Awesome Gift Idea. I loved how simple and cute. It was a hit.,5.0
R0400,True,Five Stars. like a spa at home,5.0
R0401,True,it’s opened. it came with the box already broken. nasty,1.0
R0402,False,Five Stars. I like Burt's Bees and I especially like the lemon cuticle cream that comes with this set.,5.0
R0403,True,Great mix. Great gift set with a good variety of the best Burt's Bees products.,5.0
R0404,True,"I really love the hand kit. I really enjoy the hand portion of this kit, and the foot portion is nice, too. I have not used the lip balm. My only negative would be that the tubes in the middle do not have a ton in them. Update: I got the hand repair set for the..at least 5th time? It's amazing. Nothing I've tried has been able to hold a candle to the almond & milk hand cream or the lemon butter cuticle cream. The shea butter hand cream also does a wonderful job, but doesn't smell as good as the other one or have as much product, so I just use it on days my hands are especially dry. I'm a germaphobe who washes or sanitizes their hands hands a lot, and this keeps my hands soft even in the dry winters! While the prices are usually a bit high, the deal you get with this bundle is unbeatable. Love it so much I've gotten it for my mom, too.",5.0
R0405,True,Four Stars. Purchased this product as part of a cancer care bag.,4.0
R0406,True,Small samples. 4 out of the 6 items were for hands. 1 lip balm and 1 foot cream. All were very good. These are smaller sample size but wife liked them all.,5.0
R0407,True,Surely giftable. Bought as a gift. I was told it is terrific!!,4.0
R0408,True,She loved it except the 0. Got this kit for my daughter as a xmas gift. She loved it except the 0.30 ounce Lemon Butter Cuticle Cream was missing. Very disappointed.,3.0
R0409,True,Excellent. Nice texture and scent. Very effective .,5.0
R0410,True,"Great product. I do like the product and the price is pretty good the only downside is They need to make large bottles and products so It can last longer before I need to buy it again, like this product I may have to reorder them very soon... other then that ITS A GOOD PRODUCT IT DOES THE JOB WITH MY HANDS AND FEET SOFT AND HEALTHY.",4.0
R0411,True,Five Stars. good,5.0
R0412,True,regalo. llegaron muy bien los paquetes en perfecto estado me encanto,5.0
R0413,True,Five Stars. Nice little gift at a very reasonable price.,5.0
R0414,False,Five Stars. Great gift!,5.0
R0415,True,I love burts bees. Great products! The scent is great and feels so good on hands and feet.,5.0
R0416,True,Five Stars. Nice trial set!,5.0
R0417,True,"Burts Beest great products. Burts, overall great priducts",5.0
R0418,True,"Good gift. Very giftable, nice small set",5.0
R0419,True,Great little gift!. Purchase this little set every time I need to send a gift and everyone just LOVES it!!!,5.0
R0420,True,Five Stars. very good,5.0
R0421,True,Five Stars. Loved it,5.0
R0422,True,Five Stars. was a gift they loved it,5.0
R0423,True,"Smaller than what I Anticipated. The girl I got for Secret Santa really loves Burt's Bees, so this was honestly the perfect gift. I didn't really know that it was suppose to be travel size, so I guess that was bad on my part. But for the price, it does make sense that the containers would be smaller.",4.0
R0424,True,Great gift!. Ordered as a gift. I’ve used most of the products and love them all. Great gift idea or a great way to try some organic Burt’s Bees products for the cheap before buying the more expensive full size products.,5.0
R0425,False,"Perfect for dry skin.... Gift for my sister, and she loves it.",5.0
R0426,False,awesome. awesome,4.0
R0427,True,Perfect small gift!. Perfect small gift for our bridal shower prizes! They love it.,5.0
R0428,True,ok. ok,5.0
R0429,True,Four Stars. I turned to a nursery gift set. I'm satisfied,4.0
R0430,True,"Great products and a real bargain!. With all of the hand washing and hand sanitizer use, these products are perfect. They work really well And the amount and quality of the products are really a bargain. After I bought this for myself, I actually bought one for my daughter and one for each of my employees.",5.0
R0431,True,"Questionable. 1st order got “lost” 2nd order outside package was fine, but inner box was crushed and very dusty like it had been a return or sitting on the shelf for a long time. Will not buy again.",1.0
R0432,False,"This is an awesome starter kit for this brand. This is an awesome starter kit for this brand. I tried their lip balms and fell in love and wa interested in trying their skin care. These products make my body, hands and feet super hydrated and not irritated",5.0
R0433,True,"Christmas Gift. It is what it is, my girls like it.",4.0
R0434,True,"Honestly I think this is one of the worst products I have ever used.. awful, just awful, greasy and unpleasant. I couldn't even give it away to friends so I literally gave it to charity",1.0
R0435,True,"I love it! Try it out. My skin: Sensitive, Dry, prone to Eczema breakouts Scent: fragrant, I was able to smell it faintly while it was still in the packaging, BUT it's more like a waft of scent. So be mindful. Most of the smell is from the Hand Salve, it has Eucalyptus and other herbs A nice affordable gift for yourself or anyone who likes self care products. It all smells great and Burt's Bees products always works nicely for me. For my 2nd time buying (1st from the company website, 2nd time here), 9 bucks is not bad at all. If you don't want to spend a too much on like 2 self care products and want to start of small then build up, even for your teens? Start with Burt's Bees products, but you definitely should at least invest in products like a serums, that has hyaluronic acid, collagen, and other ingredients the skin needs to you regimen, that dermatologists recommend. Definitely do that. ALWAYS PATCH TEST",5.0
R0436,True,Simple and functional.. Simple and functional. Definitely need to buy some other colors :),5.0
R0437,True,"Everything in this kit is GREAT!. I was a great fan of Burt's lip balm for years; then I discovered this kit. I LOVE the hand and cuticle salves, which have a lovely smell and which I keep in my handbag for convenient moisturizing. The foot cream is a nice way to finish a pedicure. The honey hand cream is delightful. The almond cream is also very nice (and portable). The pomegranate lip balm gives a nice suggestion of colour and feels lovely on. Every single item is a winner. A bargain at the price, in my view. Also makes a really pleasant gift. Here I go again, buying another one.....",5.0
R0438,True,Gift for a friend. Disclaimer - I didn't use the product but purchased for a friend. She loves this product so I bought it as a just thinking of you gift. Great for a gift.,5.0
R0439,True,Five Stars. Perfect gift,5.0
R0440,True,Five Stars. So happy with this! Great,5.0
R0441,False,Good Product. i love this product. but its smaller size than i thought. so far happy with my purchase.,5.0
R0442,False,Package destroyed looks wet. Got this Christmas gift for a friend and this package is completely destroyed. Looks like it's been dunked in water. Will Def not buy this brand or product anymore unless a new one is sent before Christmas.,1.0
R0443,True,To small for price!!. Really really small set.,3.0
R0444,True,"Five Stars. Burt's bees products are consistently fabulous, but these effective products and support an American company.",5.0
R0445,True,Review. Perfect gift,5.0
R0446,True,Five Stars. Small but beautiful. Excellent gift for secret's santa.,5.0
R0447,True,"Good size. The value is good on this set, smalls is good. Just don't like the design of cuticle cream and hand salve, is hard to get it out.",4.0
R0448,True,She like it.. She was happy.,4.0
R0449,False,"Too small. This item appears to be big, but its real small.",1.0
R0450,True,"UHH-MAZING. If you're considering buying this, don't hesitate. It is WORTH IT. They all smell amazing and the quality is phenomenal. Helps my dry skin and it is travel friendly. Highly recommend and will probably buy again. :)",5.0
R0451,False,Love it. I love this set,5.0
R0452,True,"Loved It. Lovely packaging, lovely products. We love them! The perfect gift :)",5.0
R0453,True,"loved. gifted it to others, loved it",5.0
R0454,False,Burt's Bees. I love everything included in this kit!,5.0
R0455,True,Good product.. Really nice product. It was smaller than I expected. Good travel pack. Bought it for a gift.,4.0
R0456,False,Excellent. Excellent,5.0
R0457,True,She loves it. Great gift idea,5.0
R0458,True,Great scent and moisturizer. Nice gift for a teen,5.0
R0459,True,Feels like leftovers. The lotions seem grainy.,2.0
R0460,True,Burts bees. I recommend you buy this.it makes your skin so smooth and soft.all the creams smell amazing.i have sensitive skin and nothing is bothering me at all.i love this product!,5.0
R0461,True,Usual high quality creams and lotions. Title says it all. Nice to have something special for beat up feet. The kit is a good way to get everything you might need in one package.,5.0
R0462,True,Ideal para viajes. Uno de los mejores productos que trae es el limón butter ideal para cutículas secas,5.0
R0463,True,quality goods.. quality goods. I love the products of this company,5.0
R0464,True,Great product. Great product,5.0
R0465,True,"Awesome. Deal, value, wow.",5.0
R0466,True,Loved it. would buy it. Loved it . would buy it again,4.0
R0467,True,"Four Stars. I really do like all the products, except there are 4 hand creams and only 1 foot cream",4.0
R0468,True,Nice Gift pack.... Nice Gift pack...,5.0
R0469,True,Great y. This is good stuff. All natural,5.0
R0470,True,Perfect. Great Christmas present,5.0
R0471,True,2 words - Burt's Bees. Burt's bees.....what else can I say about this fine product.,4.0
R0472,True,"Not impressed. It's ok if you want to sample these products. I got two squeezes out of the large tubes. They look big, but nothing is in there. Sorry Burt's Bees. I won't buy you again for trying to fool your customers.",3.0
R0473,True,"Smells great!!. Love Burt’s Bees products!! Everything I received in this package was wonderful. I especially love the lip balm, cuticle cream, and foot cream.",5.0
R0474,False,Great gift set!. Makes a great gift. Perfect for dry hands and feet. Love the moisturizing it does.,5.0
R0475,False,So cute!!. Bigger than I thought. Bought as a stocking stuffer and it should be perfect!! Very pleased.,5.0
R0476,True,Smells great. Love this travel set. Lots of hand products I use a lot. Smaller sizes but last a long time.,5.0
R0477,True,"Rest all products are good and soothing as expected. The Foot cream had about 30/40% of the tube , couldn't understand what could have happened with that. Rest all products are good and soothing as expected.",3.0
R0478,True,"Recommend. It’s for gift,my mom love it",5.0
R0479,True,must have. Love the smells,5.0
R0480,True,I personally didn't like them. This was my first time purchasing Burt's Bees products. I did not like this product. The lip stick wouldn't absorb and felt like wax on my lips all day and I hated it. It felt so uncomfortable that I had to scrub it off. The same with the lotions and I felt that the lotions were made out of something that wouldn't get absorbed to skin and they smelled bad. I could only kind of stand the almond hand lotion but I'm never gonna buy Bur's Bees products again. Many people like their product but it wasn't for me.,1.0
R0481,True,Four Stars. 4 star,4.0
R0482,True,Gave as a gift. Gave as gift,4.0
R0483,True,"Great set but a little small. I knew what I was buying and I expected the sizes, but I never would have thought they would be this small! Great for a wristlet or even to place in a pocket. You might not get a lot of use out of these so save them for an ""emergency"". You might be able to refill some of the bottles with your larger products so they can be reused.",4.0
R0484,True,Perfect Gift!. Bought this for a Christmas gift for my grandmother. Packaging is vey pretty and looks expensive.,5.0
R0485,False,Best of everything. I love this little collection of useful products. It’s safe for my sensitive skin and Burt’s bees products are always gentle to my skin. Great goodies for less price.,5.0
R0486,True,"Great Gift!. I got this for my mom for mother’s day and she really liked it. Everything inside is travel size so it is pretty small. She liked everything in it except the foot cream is a bit heavy and greasy, but besides that, it was a great gift",5.0
R0487,False,Such cute tiny containers.. Great product. Giftable! Two tins and a tiny glass jar it's very portable and will travel well! Not a personal fan of scents but they are typical Bert's bees scents.,5.0
R0488,True,YANKEE SWAP GIFT PURCHASE... You guessed it...Somebody 'swiped' it! Lol Everybody loves Burt's Bees and this is a great Trial or Travel size assortment.,5.0
R0489,False,good gift. Sent it as a gift and the receiver loved it! Great get well or small gifts in the mail to appreciate someone.,5.0
R0490,True,Five Stars. would buy again,5.0
R0491,True,"great item from great company. As expected, great item from great company!",5.0
R0492,False,She liked the parcel and what was inside. Just from my friend's words...it was a gift. She liked the parcel and what was inside...I cannot say anything more ;),4.0
R0493,True,Burts. I’ve sent this set along with other self care items to friends and relatives in care packages everyone love it. Good value,5.0
R0494,True,"does not come in a gift box set. The Burt's Bees Tips and Toes Kit Holiday Gift Set, 6 Travel Size Products in Gift Box did not come in a gift box. Although the products may be fine, they are not shipped as described or shown.",1.0
R0495,True,Natural moisture for your skin.. All of Burt's Bees products are fantastic!,5.0
R0496,True,Five Stars. Always loved Burt's Bees products. This set will help you have a smooth hands & feet.,5.0
R0497,True,Five Stars. good product/ good price,5.0
R0498,True,Buy again. Great gift and worth the money!,5.0
R0499,True,Gift. Love burts bees.,5.0
R0500,True,Very nice gift pack. These made great stocking stuffers!,4.0
R0501,True,"perfect!. Gave away a few things, and kept some for myself, perfect!",5.0
R0502,True,Missing Product. Product itself is nice and the price is great but one of the handcreams was missing.,2.0
R0503,True,Perfect for gifting!. It’s a great gift even though it’s smaller than expected,4.0
R0504,True,"Very rich creams!!. I bought it for Mother’s Day and all of them loved it! Very rich creams and the scents are not so strong, leaves the skin so soft!!!",5.0
R0505,True,Ok I guess.... Maybe I will use them.. eventually. But it does sound like these are meant for pregnant women.. not pregnant men. I don't know.. recieved as an unauthorized purchase...,5.0
R0506,True,Missing a product. This came with an item missing and looked like it had been kicked around in the dirt. I’m very disappointed,1.0
R0507,True,👍🏼. 👍🏼,5.0
R0508,True,Damaged. Opened it and the box was open and damaged. pieces were out of the box.,1.0
R0509,True,Authentic Burts Bees gift set at a great value!. Such a great gift or keep for yourself. Super moisturizing!,5.0
R0510,True,Great Product. This was a gift for my daughter and she loved it,5.0
R0511,False,Nice gift. Bought it as a gift,4.0
R0512,True,Five Stars. mum loves it,5.0
R0513,True,Four Stars. These items are great products but a bit overpriced.,4.0
R0514,True,Five Stars. Great quality products.,5.0
R0515,True,Excellent. Exactly what I was looking for to complete a gift basket for a sick friend. Came in timely fashion. was exactly what I expected.,5.0
R0516,True,I don't love the smell but other reviewers claimed the cuticle cream .... I have a love/hate relationship with Burts bees. I don't love the smell but other reviewers claimed the cuticle cream was great. I wasn't impressed at all. It didn't work for me.,2.0
R0517,True,Five Stars. I bought this for my best friend for Christmas. She got me the same thing. We loved it.,5.0
R0518,True,"Puntualidad en la entrega, de buena calidad y buen precio. Facil de usar y cumplimiento en la entrega",5.0
R0519,True,Five Stars. High quality as usual from Burt's Bees!!,5.0
R0520,True,Great as a gift. The recipient loved it. I am happy.,5.0
R0521,True,Five Stars. Love Burt's Bees and it made a great gift.,5.0
R0522,True,"Such a great gift!. So inexpensive compared to the prices in stores, great last minute gift anyone will like.",5.0
R0523,True,Five Stars. great gift item. looks great and great products,5.0
R0524,True,"Tis the season!. I gave this as a gift as I love BBs products, but wanted to keep it for myself.",5.0
R0525,True,Good price.. As advertised. Good price.,5.0
R0526,True,Very satisfied with my purchase. Very satisfied with my purchase. I bought two of these for Christmas gifts. I like the variety. It gives the chance for the buyer to try out the different products before buying a large quantity.,5.0
R0527,True,Sister Gift. My sis says she loves them!,5.0
R0528,True,"😍😊. Package well, everything came seal and smell super good love this product.",5.0
R0529,True,Great product!!. Great product,5.0
R0530,True,Nice gift set. A perfect gift set. I put them in a handmade pouch or bag for a lovely gift set.,5.0
R0531,True,Nice Samples. Great little samples of different types of Burts Bees products. I like all the ones I've tried so far!,5.0
R0532,True,Five Stars. LOVE,5.0
R0533,True,Five Stars. I'm in love with these especially the foot and hand creams.... Omg,5.0
R0534,True,Five Stars. awesome,5.0
R0535,True,Quality Product. The only thing was the that the box was a little beat up.,4.0
R0536,True,"Fun kit to try new things!. Great way to sample multiple products, (glad I didn't purchase the full size for some of them) and the mini versions are so convenient to carry around! Favorite product is the Cuticle Cream, it works wonders! Second favorite is the Hand Salve.",5.0
R0537,True,The smell made me need to shower!. Love Burt’s Bees. Thought this would make great employee appreciation gifts. Glad I tried it first. The lotions smell like urine. Just aweful!!,3.0
R0538,True,Not for packing house hand workers. Didn't work for my husband hands like we thought it would,3.0
R0539,False,Four Stars. Some what small...but satisfied,4.0
R0540,True,"Not the best textures. I'm a texture person and I found these to be odd textures. The cuticle cream is an odd wax, and the foot cream is like an odd rough half dried jelly. The lotions and chapstick are fine but nothing special. I bought this for two people for Christmas and neither were impressed.",3.0
R0541,True,Great Gift. Got this as a gift for my mom. She loves it! We have always been a big fan of Burt's Bees products since it originated in my hometown. Very happy with this kit!,5.0
R0542,True,Five Stars. Great stuff in this little bag of tricks!!!!!,5.0
R0543,True,Worth the price!. Very great value,5.0
R0544,True,Not Burt’s Bees. I’m not sure if the products are old or what . The foot cream isn’t a cream it’s an ointment like you put on diaper rash . It’s Coconut CREAM should be white . The containers feel like they have more air than product. And the Almond and Milk hand cream is very greasy. I buy Burt’s in the store all the time and never had an issue. Makes me wonder if someone uses their empty containers and outs something completely different. And it also did not smell like Coconut. Very disappointed.,2.0
R0545,True,Burts bees gift set. I received this and was disappointed that they are travel size and not full size or even gift size.,3.0
R0546,True,"Thick greasy feel and very fragrant. I don't typically buy Burt's Bees products so I was curious when I saw this kit and decided to give it a whirl when I was in need of a foot cream, but am sad to say that I was kind of overall disappointed. Everything in here just felt plain weird on my skin. It was like a slightly greasy film more than anything. The foot cream is not really a cream at all, but rather a thick gel-like consistency that resembles Neosporin and spreads about the same, which I guess isn't awful and didn't really bother my feet because I couldn't really feel it on them, but isn't what I expected and definitely had to wear socks over it because the feeling against my sheets was atrocious. The almond and milk hand cream is really cute and smells nice, but feels greasy too and doesn't absorb all too well like everything else in here, and I had higher hopes for it than the hand lotion. I can't really complain about the rest of the kit though. A salve seems like it's supposed to sort of feel that way and I typically use something like an oil for my cuticles anyways. Everything here also has a very distinct fragrance to them, so anyone sensitive to that take caution.",3.0
R0547,True,"Who doesn't love Burt's Bees?!. I was looking for a thank you gift for several women, so I purchased these along with different nail polishes. Most of the women have, long after the fact, told me how much they are still enjoying the products!",5.0
R0548,True,"Great Products!!!. The moisterizes are fantastic. They are thick and my skin just absorbs the products right now. Doesn't leave any leftover film. The hand creams are very good too. My hands ate extremely dry. The creams are really helping to combat the soreness in my fingers. The cuticle cream works well too. I just need to use daily and not ""once in a while"". The lip moisturizer really keeps lips soft. Great products!",5.0
R0549,True,Missing chapstick. I just received 2 of the tips and ties kit. One of them is missing a chapstick. These were to be Christmas gifts. Disappointing.,3.0
R0550,True,Five Stars. Love Burt's Bees products.,5.0
R0551,True,"The sents are amazing, and the products leave your skin healthy and .... Very single product in this set works as described. The sents are amazing, and the products leave your skin healthy and happy. Exceedingly happy with the line of Burt’s Bees products. Buzz buzz people.",5.0
R0552,True,Super. Super,5.0
R0553,True,Lovely gift set. Exactly what I needed. Used for a bridal shower gift,5.0
R0554,True,Great product. Great for sensitive skin.,5.0
R0555,True,Everything thing you need in one. All things needed.,5.0
